Ship Mode,Segment,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,Ship Time
2,Corporate,West,Technology,Phones,52.792,1,0.2,4.619300000000003,9.03,1,2
3,Corporate,East,Office Supplies,Storage,194.35200000000003,3,0.2,-43.72919999999999,9.03,3,5
0,Consumer,EMEA,Office Supplies,Storage,48.96,1,0.0,22.02,9.03,0,2
3,Consumer,Central,Furniture,Furnishings,220.08,5,0.4,-62.42,9.025,3,4
3,Corporate,North,Furniture,Chairs,126.384,3,0.2,6.263999999999993,9.021,3,4
3,Consumer,Central,Furniture,Chairs,115.86,3,0.0,47.46,9.021,3,4
2,Corporate,Central,Office Supplies,Supplies,151.92000000000002,8,0.0,12.0,9.02,3,2
3,Corporate,North,Furniture,Furnishings,175.56,5,0.3,-27.69000000000001,9.02,3,7
3,Corporate,South,Office Supplies,Art,100.2,4,0.0,6.0,9.02,3,7
1,Corporate,Oceania,Office Supplies,Storage,87.31799999999998,3,0.4,-32.02199999999999,9.02,3,0
3,Consumer,North Asia,Technology,Accessories,139.125,7,0.5,-89.14500000000001,9.02,3,4
0,Consumer,East,Furniture,Furnishings,60.312,3,0.2,5.2773,9.02,1,2
1,Home Office,East,Office Supplies,Binders,58.408,7,0.2,18.2525,9.02,1,0
3,Corporate,EMEA,Office Supplies,Storage,110.23200000000004,2,0.6,-129.52800000000002,9.02,1,4
2,Consumer,Central,Technology,Accessories,70.55999999999999,6,0.4,-22.44000000000001,9.015,3,5
3,Consumer,North,Office Supplies,Appliances,115.065,3,0.5,-39.19500000000001,9.01,3,5
3,Home Office,Central Asia,Office Supplies,Art,52.2,4,0.5,-14.639999999999992,9.01,1,5
2,Home Office,Oceania,Office Supplies,Paper,108.216,4,0.4,-45.144000000000005,9.01,1,4
3,Consumer,Oceania,Office Supplies,Paper,166.13099999999997,7,0.1,36.771,9.01,3,5
2,Consumer,Central Asia,Office Supplies,Art,56.85000000000001,5,0.0,10.8,9.01,1,2
2,Consumer,East,Technology,Phones,137.94,3,0.0,35.8644,9.01,3,5
2,Corporate,East,Office Supplies,Storage,65.12,4,0.0,16.931200000000004,9.01,3,5
3,Consumer,EMEA,Furniture,Chairs,142.15200000000002,2,0.6,-95.988,9.01,3,4
1,Consumer,EMEA,Furniture,Chairs,68.17200000000001,1,0.6,-20.478000000000023,9.01,1,0
3,Consumer,Africa,Office Supplies,Storage,110.28,2,0.0,20.94,9.01,3,4
3,Consumer,Africa,Office Supplies,Binders,113.04,4,0.0,23.64,9.01,3,5
2,Consumer,EMEA,Office Supplies,Art,101.46,2,0.0,32.46,9.01,3,5
3,Consumer,EMEA,Office Supplies,Fasteners,58.2,4,0.0,2.28,9.01,1,4
3,Corporate,South,Technology,Accessories,108.92,2,0.0,27.2,9.001999999999999,3,4
2,Consumer,Central,Technology,Accessories,494.64,3,0.0,197.82,9.001000000000001,3,5
3,Consumer,North,Office Supplies,Art,105.72,4,0.0,2.04,9.0,2,6
3,Home Office,North,Office Supplies,Art,74.205,3,0.5,-50.535,9.0,1,4
3,Corporate,South,Office Supplies,Art,107.76,4,0.0,49.56,9.0,3,4
3,Corporate,Southeast Asia,Furniture,Bookcases,90.5877,1,0.37,-23.02230000000001,9.0,3,5
1,Home Office,Southeast Asia,Office Supplies,Storage,66.93119999999999,3,0.17,-1.648799999999996,9.0,1,0
0,Consumer,Central Asia,Office Supplies,Fasteners,32.4,3,0.0,11.97,9.0,0,2
3,Consumer,East,Technology,Phones,110.97,5,0.4,-24.043499999999995,9.0,3,4
3,Corporate,East,Technology,Phones,151.188,2,0.4,-25.198000000000008,9.0,3,5
3,Corporate,EMEA,Technology,Phones,273.48,2,0.0,27.3,9.0,3,5
3,Home Office,Central,Office Supplies,Envelopes,103.2,8,0.0,10.24,8.995000000000001,3,4
2,Consumer,Central,Office Supplies,Art,146.1,5,0.0,18.9,8.99,1,2
3,Home Office,South,Office Supplies,Binders,252.3,5,0.0,4.95,8.99,3,4
2,Corporate,Southeast Asia,Office Supplies,Fasteners,81.44999999999999,5,0.0,21.9,8.99,3,2
3,Consumer,North Asia,Office Supplies,Binders,79.74,6,0.0,39.78,8.99,3,6
3,Home Office,Oceania,Furniture,Chairs,134.622,1,0.1,-0.0179999999999971,8.99,3,5
3,Corporate,West,Office Supplies,Appliances,75.84,2,0.0,29.577600000000004,8.99,2,6
3,Consumer,Africa,Office Supplies,Storage,141.63,1,0.0,36.81,8.99,3,6
3,Home Office,South,Office Supplies,Envelopes,112.0,8,0.0,6.720000000000001,8.988,3,6
3,Home Office,South,Office Supplies,Envelopes,69.29999999999998,3,0.0,33.9,8.986,1,5
0,Consumer,Central,Office Supplies,Supplies,51.16000000000001,2,0.0,18.92,8.986,1,1
0,Corporate,North,Furniture,Furnishings,103.5,5,0.4,-27.6,8.985,1,3
3,Corporate,North,Office Supplies,Envelopes,68.67,3,0.0,10.98,8.98,1,4
2,Consumer,South,Office Supplies,Art,114.83999999999996,6,0.0,25.2,8.98,3,5
3,Consumer,Central Asia,Office Supplies,Labels,54.6,5,0.0,18.45,8.98,2,7
3,Corporate,North Asia,Office Supplies,Paper,89.46000000000001,3,0.0,44.73,8.98,3,7
2,Consumer,Southeast Asia,Office Supplies,Art,62.568000000000005,2,0.45,-36.432,8.98,1,2
2,Corporate,Southeast Asia,Office Supplies,Binders,48.195,2,0.15,19.275,8.98,1,2
3,Corporate,Oceania,Technology,Phones,166.284,2,0.4,-72.096,8.98,3,4
1,Home Office,West,Furniture,Bookcases,411.332,4,0.15,-4.839199999999977,8.98,3,0
3,Consumer,Central,Office Supplies,Storage,180.01600000000002,1,0.2,-15.751400000000004,8.98,3,5
0,Corporate,East,Furniture,Furnishings,35.0,4,0.0,14.700000000000005,8.98,0,1
3,Consumer,South,Technology,Accessories,95.976,3,0.2,15.596099999999996,8.98,3,4
3,Corporate,East,Office Supplies,Appliances,125.13,3,0.0,36.28769999999999,8.98,3,4
3,Corporate,EMEA,Office Supplies,Binders,57.6,2,0.0,25.92,8.98,1,4
3,Consumer,EMEA,Technology,Accessories,166.92000000000002,2,0.0,80.1,8.98,3,5
3,Corporate,Africa,Office Supplies,Binders,49.32000000000001,1,0.0,5.4,8.98,2,6
3,Corporate,South,Office Supplies,Envelopes,90.24,5,0.4,-10.560000000000002,8.979000000000001,3,6
3,Corporate,Central,Furniture,Tables,143.36,1,0.2,8.959999999999997,8.979000000000001,3,5
2,Home Office,North,Office Supplies,Storage,41.43999999999999,1,0.0,1.24,8.97,1,2
3,Corporate,Central,Office Supplies,Envelopes,204.75,5,0.0,79.80000000000001,8.97,3,4
3,Consumer,Central,Office Supplies,Storage,110.484,4,0.1,-9.876,8.97,3,6
3,Consumer,Southeast Asia,Office Supplies,Art,80.67599999999999,2,0.17,3.8759999999999977,8.97,3,4
3,Home Office,Southeast Asia,Office Supplies,Binders,121.8855,5,0.17,48.38549999999999,8.97,3,7
3,Consumer,East,Technology,Accessories,95.1,5,0.0,30.431999999999995,8.97,3,5
3,Corporate,West,Office Supplies,Paper,91.36,4,0.0,42.0256,8.97,3,4
0,Consumer,Africa,Technology,Copiers,44.604,1,0.7,-86.25599999999997,8.97,1,3
2,Consumer,EMEA,Office Supplies,Art,54.17999999999999,2,0.0,27.06,8.97,1,4
0,Consumer,Africa,Office Supplies,Paper,26.46,1,0.0,11.37,8.97,0,2
0,Consumer,Africa,Office Supplies,Storage,57.39,1,0.0,3.99,8.97,0,2
3,Consumer,Caribbean,Technology,Phones,108.912,3,0.2,-16.367999999999995,8.964,3,5
0,Home Office,North,Office Supplies,Labels,70.38,6,0.0,32.22,8.96,3,2
3,Consumer,Central,Office Supplies,Binders,88.47,6,0.5,-51.39,8.96,2,6
0,Home Office,Central,Office Supplies,Envelopes,42.09,2,0.5,-26.129999999999995,8.96,1,3
3,Consumer,South,Furniture,Furnishings,258.0,5,0.0,123.75,8.96,3,7
3,Consumer,North,Office Supplies,Art,93.18,4,0.5,-65.34,8.96,3,5
3,Corporate,North,Office Supplies,Storage,128.37,1,0.0,55.17,8.96,3,4
2,Corporate,Central Asia,Furniture,Chairs,63.870000000000005,1,0.0,18.51,8.96,1,2
3,Corporate,Southeast Asia,Technology,Accessories,155.1165,7,0.45,-3.0134999999999934,8.96,3,5
1,Corporate,Oceania,Office Supplies,Envelopes,30.510000000000005,2,0.1,-0.6900000000000004,8.96,0,0
3,Consumer,West,Office Supplies,Paper,106.232,7,0.2,37.1812,8.96,3,5
3,Consumer,West,Technology,Accessories,120.0,6,0.0,46.8,8.96,3,4
3,Corporate,South,Office Supplies,Binders,115.36,7,0.0,56.5264,8.96,1,4
3,Consumer,Africa,Technology,Accessories,67.572,2,0.7,-45.047999999999945,8.96,1,4
3,Home Office,EMEA,Office Supplies,Binders,58.74000000000001,2,0.0,20.52,8.96,2,6
3,Consumer,South,Furniture,Chairs,178.24,2,0.0,64.16,8.958,3,5
2,Consumer,Central,Office Supplies,Supplies,74.39999999999999,3,0.0,11.16,8.956999999999999,3,4
0,Corporate,South,Office Supplies,Envelopes,50.96,7,0.0,2.52,8.955,3,3
3,Home Office,Central,Office Supplies,Binders,96.6,2,0.0,11.58,8.95,3,6
2,Consumer,Central,Office Supplies,Storage,48.357000000000006,1,0.1,1.0469999999999988,8.95,0,2
1,Home Office,Central,Office Supplies,Binders,26.325,5,0.5,-14.324999999999998,8.95,1,0
3,Home Office,North,Office Supplies,Labels,119.46,11,0.0,15.51,8.95,3,4
0,Home Office,North Asia,Office Supplies,Binders,147.69000000000003,3,0.0,67.86,8.95,3,3
2,Consumer,East,Office Supplies,Binders,121.10400000000004,6,0.7,-100.92,8.95,1,3
2,Consumer,East,Office Supplies,Paper,79.92,4,0.0,37.5624,8.95,3,5
1,Corporate,Africa,Office Supplies,Envelopes,22.8,2,0.0,5.22,8.95,0,0
1,Consumer,EMEA,Office Supplies,Art,117.12,4,0.0,5.76,8.95,3,0
3,Home Office,Central,Furniture,Furnishings,80.83200000000001,4,0.4,12.112,8.949,2,6
3,Home Office,South,Office Supplies,Supplies,175.68,6,0.0,68.4,8.947,3,4
3,Corporate,North,Office Supplies,Envelopes,50.58,3,0.0,22.74,8.943000000000001,2,7
3,Consumer,Central,Technology,Accessories,75.80000000000001,2,0.0,11.359999999999998,8.940999999999999,3,6
0,Corporate,Central,Office Supplies,Envelopes,74.07000000000001,3,0.0,5.8500000000000005,8.94,0,2
3,Home Office,Central,Office Supplies,Paper,90.45,5,0.0,28.8,8.94,3,4
3,Corporate,Central,Office Supplies,Binders,132.89999999999998,10,0.0,3.9,8.94,3,7
3,Corporate,Central,Office Supplies,Supplies,141.03,3,0.0,26.73,8.94,1,5
3,Corporate,North,Office Supplies,Storage,48.96,2,0.5,-16.68,8.94,1,4
3,Consumer,Central,Office Supplies,Envelopes,98.64,2,0.0,9.84,8.94,1,5
2,Home Office,North,Office Supplies,Binders,64.80000000000001,6,0.1,-4.320000000000001,8.94,0,2
2,Consumer,South,Office Supplies,Art,101.04,2,0.0,29.28,8.94,1,3
2,Consumer,North Asia,Office Supplies,Art,114.225,5,0.5,-20.625,8.94,1,2
2,Home Office,Oceania,Office Supplies,Art,43.362,2,0.1,1.4220000000000006,8.94,1,3
3,Corporate,Southeast Asia,Office Supplies,Storage,183.0648,4,0.17,30.7848,8.94,3,6
3,Consumer,Southeast Asia,Office Supplies,Binders,48.96,4,0.15,-4.680000000000001,8.94,2,7
3,Consumer,Oceania,Office Supplies,Supplies,116.883,3,0.1,27.24300000000001,8.94,3,5
3,Home Office,North Asia,Furniture,Furnishings,220.2,2,0.0,2.16,8.94,3,6
1,Consumer,South,Technology,Phones,55.944,7,0.2,-13.286700000000002,8.94,1,0
3,Consumer,Africa,Technology,Phones,126.09,1,0.0,21.42,8.94,3,6
3,Consumer,EMEA,Technology,Phones,65.22,1,0.0,24.12,8.94,1,4
3,Consumer,EMEA,Furniture,Furnishings,110.04,1,0.0,8.790000000000001,8.94,3,6
3,Corporate,EMEA,Furniture,Furnishings,110.04,1,0.0,8.790000000000001,8.94,3,6
2,Consumer,EMEA,Office Supplies,Storage,254.94,2,0.0,2.52,8.94,3,3
3,Consumer,Africa,Office Supplies,Binders,75.41999999999999,6,0.0,9.72,8.94,1,4
0,Consumer,Central,Office Supplies,Binders,46.1,5,0.0,22.5,8.939,1,3
2,Corporate,South,Technology,Accessories,55.36,5,0.6,-78.94000000000001,8.931999999999999,1,2
2,Home Office,North,Office Supplies,Labels,61.18000000000001,7,0.0,7.279999999999999,8.931000000000001,3,3
0,Home Office,South,Technology,Copiers,795.2063999999998,5,0.002,245.4064,8.93,3,3
2,Home Office,South,Furniture,Furnishings,103.2,2,0.0,49.5,8.93,3,3
3,Corporate,South,Office Supplies,Art,138.96,3,0.0,36.09,8.93,3,6
3,Consumer,Central,Office Supplies,Binders,146.88,3,0.0,52.83,8.93,3,4
3,Consumer,Oceania,Office Supplies,Binders,131.22000000000003,5,0.1,27.57,8.93,3,4
2,Corporate,Africa,Office Supplies,Art,207.36,4,0.0,31.08,8.93,3,4
0,Consumer,South,Office Supplies,Supplies,56.412,3,0.4,-35.748,8.925,0,2
3,Consumer,North,Office Supplies,Storage,113.81999999999998,3,0.0,56.88000000000001,8.925,3,5
3,Consumer,Central,Office Supplies,Supplies,107.4,5,0.0,46.1,8.922,2,6
0,Consumer,Central,Technology,Accessories,107.54999999999998,5,0.5,-30.149999999999977,8.92,1,2
3,Corporate,South,Office Supplies,Art,121.08,4,0.0,41.16,8.92,3,7
3,Corporate,Southeast Asia,Furniture,Chairs,205.74,2,0.25,-5.519999999999996,8.92,3,5
0,Corporate,North Asia,Office Supplies,Fasteners,49.59,3,0.0,12.330000000000002,8.92,3,1
3,Consumer,Central Asia,Furniture,Furnishings,142.01999999999998,3,0.0,2.79,8.92,3,5
3,Consumer,Oceania,Technology,Copiers,109.296,1,0.1,33.995999999999995,8.92,3,4
3,Consumer,North Asia,Technology,Phones,144.42000000000002,1,0.0,18.75,8.92,3,7
2,Corporate,Central Asia,Office Supplies,Paper,49.02,2,0.0,1.44,8.92,1,3
3,Corporate,EMEA,Office Supplies,Binders,102.84,2,0.0,9.24,8.92,3,5
1,Consumer,Africa,Technology,Phones,79.74,1,0.0,26.31,8.92,1,0
3,Home Office,Africa,Technology,Copiers,261.78000000000003,1,0.0,28.77,8.92,3,6
0,Corporate,Central,Furniture,Furnishings,47.52,3,0.0,11.4,8.918000000000001,3,3
3,Consumer,South,Technology,Accessories,61.56000000000002,3,0.0,22.74,8.917,1,4
0,Home Office,North,Office Supplies,Appliances,1048.7999999999995,3,0.0,157.32,8.916,1,2
3,Corporate,South,Furniture,Bookcases,99.528,2,0.4,13.24799999999999,8.913,1,4
3,Consumer,Central,Office Supplies,Art,135.45,5,0.0,67.64999999999999,8.91,3,4
3,Consumer,East,Furniture,Tables,174.28599999999997,2,0.3,-19.91839999999999,8.91,3,5
3,Corporate,South,Office Supplies,Paper,122.97,3,0.0,60.255300000000005,8.91,3,5
1,Consumer,East,Technology,Machines,101.994,2,0.7,-71.39579999999998,8.91,1,0
2,Home Office,Canada,Office Supplies,Binders,52.59,1,0.0,12.6,8.91,3,5
3,Home Office,EMEA,Office Supplies,Paper,95.28,4,0.0,24.72,8.91,3,4
2,Consumer,EMEA,Office Supplies,Paper,44.82,2,0.0,19.68,8.91,0,2
3,Corporate,Africa,Technology,Machines,217.98,2,0.0,74.1,8.91,3,5
3,Corporate,EMEA,Technology,Phones,103.89600000000002,2,0.6,-145.464,8.91,3,4
3,Consumer,Africa,Office Supplies,Storage,133.20000000000002,1,0.0,23.97,8.91,3,4
3,Corporate,North,Furniture,Chairs,123.07200000000005,4,0.2,-4.688000000000005,8.9,3,4
3,Home Office,Central,Technology,Machines,262.089,1,0.15,-12.351,8.9,3,7
2,Consumer,South,Technology,Phones,80.75699999999999,1,0.1,21.507,8.9,1,2
2,Consumer,Central,Office Supplies,Supplies,75.6,2,0.0,36.24,8.9,3,3
1,Consumer,Central,Office Supplies,Art,46.44,3,0.0,7.83,8.9,1,0
3,Consumer,Southeast Asia,Office Supplies,Supplies,88.40400000000001,4,0.47,-63.396000000000015,8.9,3,4
3,Corporate,Central Asia,Office Supplies,Paper,62.400000000000006,2,0.0,3.12,8.9,1,4
3,Consumer,Southeast Asia,Office Supplies,Appliances,58.9632,1,0.17,6.373200000000001,8.9,2,7
0,Home Office,West,Office Supplies,Paper,80.28,12,0.0,36.9288,8.9,1,2
3,Consumer,East,Office Supplies,Paper,110.96,2,0.0,53.2608,8.9,3,6
0,Consumer,EMEA,Office Supplies,Envelopes,23.4,1,0.0,1.38,8.9,0,3
2,Home Office,EMEA,Office Supplies,Art,35.76,2,0.0,12.12,8.9,0,3
3,Consumer,Caribbean,Furniture,Chairs,151.67999999999998,6,0.2,17.04,8.897,3,7
0,Corporate,Caribbean,Office Supplies,Storage,65.28,2,0.2,6.519999999999999,8.897,1,2
3,Consumer,North,Office Supplies,Envelopes,49.56000000000001,2,0.0,11.88,8.895,1,5
2,Consumer,North,Office Supplies,Envelopes,61.08,3,0.0,6.06,8.893,1,2
3,Consumer,South,Technology,Accessories,194.74,7,0.0,23.24,8.892,3,5
2,Consumer,Central,Office Supplies,Paper,101.70000000000002,6,0.0,11.16,8.89,1,2
2,Home Office,Southeast Asia,Office Supplies,Art,112.6755,7,0.27,-29.4945,8.89,1,3
0,Home Office,Southeast Asia,Office Supplies,Art,55.0539,3,0.17,-11.2761,8.89,3,3
3,Corporate,Oceania,Office Supplies,Supplies,180.48,8,0.0,61.2,8.89,3,5
3,Consumer,Central,Office Supplies,Storage,454.56000000000006,5,0.2,-107.95800000000004,8.89,3,4
2,Corporate,Central,Technology,Accessories,83.97,3,0.0,15.954299999999993,8.89,1,2
3,Home Office,Africa,Furniture,Bookcases,151.98000000000002,1,0.0,66.87,8.89,3,4
1,Home Office,EMEA,Office Supplies,Supplies,41.7,1,0.0,4.98,8.89,1,0
3,Corporate,EMEA,Office Supplies,Storage,96.9,2,0.0,0.0,8.89,3,5
2,Home Office,North,Furniture,Bookcases,90.048,1,0.2,-1.1319999999999992,8.886,1,2
3,Consumer,Central,Office Supplies,Binders,106.04999999999998,7,0.0,14.699999999999998,8.88,3,7
0,Consumer,South,Office Supplies,Storage,47.49,2,0.5,-39.93,8.88,1,1
3,Consumer,Central,Office Supplies,Paper,109.095,7,0.5,-59.115,8.88,3,6
3,Consumer,North Asia,Office Supplies,Storage,107.46,2,0.0,18.24,8.88,3,5
3,Corporate,Oceania,Furniture,Chairs,85.32,3,0.4,-22.770000000000003,8.88,1,4
3,Consumer,West,Office Supplies,Art,86.304,6,0.2,9.709199999999989,8.88,3,5
0,Consumer,Central,Office Supplies,Art,46.64,4,0.0,12.592800000000004,8.88,1,2
3,Consumer,East,Furniture,Furnishings,60.312,3,0.2,5.2773,8.88,1,4
2,Corporate,East,Office Supplies,Art,59.52,3,0.0,17.855999999999995,8.88,1,2
1,Consumer,Central,Office Supplies,Binders,38.16,9,0.0,19.08,8.88,1,0
2,Corporate,Canada,Office Supplies,Storage,127.89,1,0.0,15.330000000000002,8.88,1,2
2,Home Office,South,Technology,Accessories,44.25600000000001,2,0.6,-28.784,8.870000000000001,1,2
2,Home Office,Southeast Asia,Technology,Accessories,108.6288,2,0.47,-10.291200000000003,8.87,3,4
2,Consumer,East,Technology,Accessories,87.4,5,0.0,34.96000000000001,8.87,1,2
3,Corporate,West,Office Supplies,Labels,146.544,6,0.2,47.6268,8.87,3,6
3,Consumer,East,Technology,Phones,179.7,6,0.0,88.053,8.87,3,6
3,Corporate,Africa,Office Supplies,Art,113.76,2,0.0,1.08,8.87,3,4
3,Consumer,Africa,Furniture,Bookcases,146.76,1,0.0,42.54,8.87,3,4
1,Corporate,Africa,Furniture,Bookcases,43.01100000000001,1,0.7,-68.829,8.87,0,0
0,Corporate,EMEA,Technology,Copiers,48.57600000000001,1,0.6,-40.104000000000006,8.87,3,3
2,Home Office,Africa,Office Supplies,Storage,75.0,4,0.0,34.44,8.87,3,5
2,Home Office,Africa,Office Supplies,Art,272.7,10,0.0,46.2,8.87,3,5
3,Home Office,Central,Office Supplies,Envelopes,80.10000000000002,3,0.0,37.620000000000005,8.863,2,7
3,Consumer,Central,Office Supplies,Appliances,120.0,5,0.4,-40.0,8.861,3,4
3,Consumer,Central,Office Supplies,Storage,118.86,7,0.0,55.86,8.86,3,5
2,Consumer,North,Office Supplies,Fasteners,57.870000000000005,3,0.0,23.129999999999995,8.86,1,2
2,Home Office,Central,Office Supplies,Paper,62.55,3,0.0,9.36,8.86,1,2
3,Home Office,North,Office Supplies,Supplies,141.66,6,0.0,2.7,8.86,1,4
2,Consumer,Central,Office Supplies,Envelopes,112.05,5,0.0,12.3,8.86,1,3
3,Consumer,Oceania,Office Supplies,Envelopes,225.99,5,0.1,-10.11,8.86,3,6
3,Home Office,Oceania,Furniture,Chairs,97.038,2,0.1,35.538,8.86,3,6
2,Consumer,West,Technology,Accessories,119.8,5,0.2,29.950000000000003,8.86,1,2
2,Corporate,South,Furniture,Chairs,218.35200000000003,3,0.2,-19.105800000000016,8.86,3,3
2,Corporate,Africa,Technology,Phones,65.28,1,0.0,3.9,8.86,1,2
3,Consumer,Africa,Furniture,Furnishings,232.62,2,0.0,104.64,8.86,2,6
2,Corporate,Central,Office Supplies,Binders,73.08,6,0.4,-17.160000000000007,8.859,3,3
2,Home Office,South,Office Supplies,Art,84.49999999999999,5,0.0,5.9,8.859,3,4
3,Consumer,South,Office Supplies,Paper,100.764,9,0.4,-45.396,8.856,3,4
3,Home Office,Central,Technology,Phones,146.68800000000002,2,0.4,-22.032000000000004,8.852,3,5
3,Corporate,Caribbean,Furniture,Furnishings,73.52000000000001,2,0.0,20.56,8.851,1,4
2,Consumer,South,Furniture,Furnishings,102.78000000000002,2,0.0,29.76,8.85,3,4
3,Consumer,South,Furniture,Furnishings,102.78000000000002,2,0.0,29.76,8.85,3,4
3,Home Office,South,Office Supplies,Paper,55.92,2,0.0,27.36,8.85,1,4
2,Corporate,Central Asia,Office Supplies,Binders,63.3,10,0.0,30.300000000000004,8.85,1,2
0,Consumer,North Asia,Furniture,Chairs,139.14,2,0.0,15.3,8.85,1,2
2,Consumer,Southeast Asia,Office Supplies,Binders,62.579999999999984,7,0.0,14.28,8.85,3,4
3,Home Office,EMEA,Technology,Machines,174.24,1,0.0,59.22,8.85,3,4
3,Consumer,EMEA,Office Supplies,Supplies,103.08,2,0.0,21.6,8.85,1,4
2,Corporate,Caribbean,Furniture,Furnishings,44.64,6,0.5,-23.28,8.844,1,2
3,Corporate,Caribbean,Office Supplies,Art,88.1,5,0.0,34.3,8.844,3,4
3,Consumer,Caribbean,Technology,Phones,82.16,1,0.0,25.46,8.843,1,4
3,Consumer,Central,Office Supplies,Paper,94.2,2,0.0,27.3,8.84,1,4
2,Consumer,Central,Office Supplies,Supplies,109.32,4,0.0,4.32,8.84,1,2
1,Consumer,Southeast Asia,Technology,Phones,93.33,1,0.25,-7.469999999999999,8.84,1,0
3,Consumer,Southeast Asia,Technology,Accessories,222.282,5,0.47,-176.268,8.84,1,4
3,Consumer,Southeast Asia,Office Supplies,Art,75.5988,2,0.27,4.138799999999993,8.84,2,7
2,Consumer,Oceania,Office Supplies,Storage,73.65599999999999,4,0.4,11.015999999999998,8.84,3,5
3,Corporate,West,Furniture,Furnishings,70.56,6,0.0,23.9904,8.84,1,4
2,Consumer,West,Office Supplies,Supplies,110.11,7,0.0,31.931899999999988,8.84,1,2
3,Home Office,Africa,Furniture,Chairs,91.71,1,0.0,10.98,8.84,3,4
3,Consumer,South,Technology,Phones,444.88,4,0.0,4.4,8.836,3,4
3,Home Office,Central,Furniture,Chairs,119.47199999999998,2,0.4,-35.848,8.836,3,5
3,Consumer,Central,Furniture,Furnishings,87.3,5,0.4,-36.4,8.833,3,4
2,Consumer,South,Furniture,Tables,511.264,4,0.6,-178.97600000000003,8.831999999999999,3,4
3,Consumer,South,Office Supplies,Appliances,101.52,2,0.0,1.0,8.831,3,4
0,Consumer,Central,Office Supplies,Paper,39.60000000000001,3,0.0,18.96,8.83,3,2
0,Consumer,Central,Office Supplies,Art,88.19999999999999,4,0.0,15.84,8.83,3,3
2,Consumer,Central,Office Supplies,Supplies,57.19500000000001,3,0.5,-26.325000000000003,8.83,1,3
2,Consumer,Central,Furniture,Furnishings,103.2,2,0.0,49.5,8.83,1,5
3,Home Office,Central Asia,Furniture,Furnishings,127.71000000000002,3,0.0,59.94,8.83,3,4
1,Consumer,Southeast Asia,Technology,Accessories,47.17530000000001,3,0.47,-20.504700000000003,8.83,0,0
3,Consumer,Central,Technology,Accessories,167.95200000000003,6,0.2,-27.2922,8.83,3,4
2,Home Office,South,Furniture,Furnishings,47.98,2,0.0,11.035399999999996,8.83,1,4
0,Consumer,Central,Office Supplies,Art,37.84,2,0.2,2.8380000000000027,8.83,0,1
3,Consumer,South,Furniture,Furnishings,94.68,3,0.0,44.46,8.826,3,4
3,Corporate,Caribbean,Office Supplies,Envelopes,197.28000000000003,6,0.0,88.68,8.82,3,5
3,Consumer,Central,Technology,Accessories,93.42,2,0.0,14.94,8.82,3,4
3,Corporate,Central Asia,Office Supplies,Binders,95.85,3,0.0,22.95,8.82,3,4
2,Consumer,West,Office Supplies,Binders,83.84,2,0.2,27.248,8.82,1,3
3,Home Office,South,Furniture,Bookcases,133.696,4,0.6,-80.22400000000002,8.817,3,5
0,Home Office,Central,Technology,Phones,66.768,1,0.4,10.008000000000004,8.815999999999999,1,1
0,Consumer,Central,Office Supplies,Paper,35.712,3,0.4,-23.268000000000004,8.815000000000001,0,2
3,Consumer,South,Technology,Phones,108.04,2,0.0,27.0,8.811,3,4
3,Consumer,Central,Furniture,Chairs,156.546,1,0.1,-8.724000000000002,8.81,3,4
0,Home Office,Central,Office Supplies,Paper,27.06,2,0.0,6.48,8.81,0,2
0,Consumer,North,Office Supplies,Storage,191.83500000000004,3,0.5,-145.84500000000003,8.81,3,3
0,Consumer,South,Office Supplies,Art,29.1,2,0.0,6.36,8.81,0,3
3,Consumer,Central,Office Supplies,Appliances,82.56000000000002,2,0.2,1.019999999999996,8.81,3,6
3,Consumer,Southeast Asia,Office Supplies,Appliances,175.4703,3,0.17,35.880300000000005,8.81,3,5
3,Consumer,Central Asia,Office Supplies,Storage,140.67000000000002,2,0.5,-36.63000000000002,8.81,3,5
2,Corporate,Oceania,Office Supplies,Supplies,160.272,7,0.1,37.212,8.81,3,5
0,Consumer,North Asia,Office Supplies,Envelopes,63.84,4,0.0,12.12,8.81,1,1
2,Consumer,Oceania,Office Supplies,Binders,76.68,4,0.4,-20.520000000000007,8.81,3,5
3,Corporate,South,Office Supplies,Binders,157.79400000000004,1,0.7,-115.7156,8.81,3,5
0,Consumer,South,Office Supplies,Appliances,34.944,3,0.2,3.0576000000000008,8.81,1,3
3,Consumer,Africa,Office Supplies,Storage,229.56,4,0.0,15.96,8.81,3,6
2,Corporate,Africa,Furniture,Chairs,133.11,1,0.0,63.87,8.81,3,5
0,Consumer,EMEA,Office Supplies,Labels,23.34,2,0.0,7.199999999999999,8.81,0,3
0,Home Office,Central,Furniture,Furnishings,69.804,3,0.4,-41.916,8.803,1,2
3,Corporate,Central,Technology,Copiers,320.61150000000004,3,0.15,26.401500000000013,8.8,3,7
2,Consumer,North,Office Supplies,Art,29.4,2,0.0,5.88,8.8,0,2
2,Corporate,Southeast Asia,Technology,Accessories,48.51089999999999,3,0.47,-7.379099999999994,8.8,1,2
3,Consumer,EMEA,Technology,Phones,74.55,1,0.0,12.66,8.8,1,4
3,Home Office,EMEA,Technology,Copiers,69.012,1,0.6,-17.268,8.8,2,7
